Claim type,"Nutrient substance, food or food category", Claim, Conditions of use of the claim / Restrictions of use / Reasons for non-authorisation, Health relationship, EFSA opinion reference, Commission Regulation, Status, Entry Id
Art.13(1),Folate,Folate contributes to the normal function of the immune system,The claim may be used only for food which is at least a source of folate as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,function of the immune system,2009;7(9):1213,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,91
Art.13(1),Folate,Folate contributes to the reduction of tiredness and fatigue,The claim may be used only for food which is at least a source of folate as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,reduction of tiredness and fatigue,2010;8(10):1760,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,84
Art.13(1),Folate,Folate has a role in the process of cell division,The claim may be used only for food which is at least a source of folate as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,cell division,2009;7(9):1213,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,"193, 195, 2881"
,,,,,2010;8(10):1760,,,
Art.13(1),Glucomannan (konjac mannan),Glucomannan contributes to the maintenance of normal blood cholesterol levels,The claim may be used only for food which provides a daily intake of 4 g of glucomannan. In order to bear the claim information shall be given to the consumer that the beneficial effect is obtained with a daily intake of 4 g of glucomannan.  					Warning of choking to be given for people with swallowing difficulties or when ingesting with inadequate fluid intake - advice on taking with plenty of water to ensure substance reaches stomach.,maintenance of normal blood cholesterol concentrations,2009;7(9):1258,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,"836, 1560, 3100, 3217"
,,,,,2010;8(10):1798,,,
,,,,,2010;8(10):1798,,,
Art.13(1),Glucomannan (konjac mannan),Glucomannan in the context of an energy restricted diet contributes to weight loss,"The claim may be used only for food which contains 1 g of glucomannan per quantified portion. In order to bear the claim information shall be given to the consumer that the beneficial effect is obtained with a daily intake of 3 g of glucomannan in three doses of 1 g each, together with 1-2 glasses of water, before meals and in the context of an energy-restricted diet.  					Warning of choking to be given for people with swallowing difficulties or when ingesting with inadequate fluid intake - advice on taking with plenty of water to ensure substance reaches stomach.",reduction of body weight,2010;8(10):1798,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,"854, 1556, 3725"
Art.13(1),Guar Gum,Guar gum contributes to the maintenance of normal blood cholesterol levels,"The claim may be used only for food which provides a daily intake of 10 g of guar gum. In order to bear the claim, information shall be given to the consumer that the beneficial effect is obtained with a daily intake of 10 g of guar gum.  					Warning of choking to be given for people with swallowing difficulties or when ingesting with inadequate fluid intake - advice on taking with plenty of water to ensure substance reaches stomach.",Maintenance of normal blood cholesterol concentrations,2010;8(2):1464,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,808
Art.13(1),Hydroxypropyl methylcellulose (HPMC),Hydroxypropyl methylcellulose contributes to the maintenance of normal blood cholesterol levels,The claim may be used only for food which provides a daily intake of 5 g of HPMC. In order to bear the claim information shall be given to the consumer that the beneficial effect is obtained with a daily intake of 5 g of HPMC.  					Warning of choking to be given for people with swallowing difficulties or when ingesting with inadequate fluid intake - advice on taking with plenty of water to ensure substance reaches stomach.,maintenance of normal blood cholesterol concentrations,2010;8(10):1739,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,815
Art.13(1),Iodine,Iodine contributes to normal cognitive function,The claim may be used only for food which is at least a source of iodine as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,contribution to normal cognitive and neurological function,2010;8(10):1800,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,273
Art.13(1),Iodine,Iodine contributes to normal energy-yielding metabolism,The claim may be used only for food which is at least a source of iodine as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,contribution to normal energy-yielding metabolism,2009;7(9):1214,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,"274, 402"
,,,,,2010;8(10):1800,,,
Art.13(1),Iodine,Iodine contributes to normal functioning of the nervous system,The claim may be used only for food which is at least a source of iodine as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,contribution to normal cognitive and neurological function,2010;8(10):1800,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,273
Art.13(1),Iodine,Iodine contributes to the maintenance of normal skin,The claim may be used only for food which is at least a source of iodine as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,maintenance of skin,2009;7(9):1214,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,370
Art.13(1),Iodine,Iodine contributes to the normal production of thyroid hormones and normal thyroid function,The claim may be used only for food which is at least a source of iodine as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,contribution to normal thyroid function and production of thyroid hormones,2009;7(9):1214,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,"274, 1237"
,,,,,2010;8(10):1800,,,
Art.13(1),Iron,Iron contributes to normal cognitive function,The claim may be used only for food which is at least a source of iron as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,cognitive function,2009;7(9):1215,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,253
Art.13(1),Iron,Iron contributes to normal energy-yielding metabolism,The claim may be used only for food which is at least a source of iron as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,contribution to normal energy-yielding metabolism,2009;7(9):1215,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,"251, 255, 1589"
,,,,,2010;8(10):1740,,,
Art.13(1),Iron,Iron contributes to normal formation of red blood cells and haemoglobin,The claim may be used only for food which is at least a source of iron as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,formation of red blood cells and haemoglobin,2009;7(9):1215,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,"249, 374, 1589, 2889"
,,,,,2010;8(10):1740,,,
Art.13(1),Iron,Iron contributes to normal oxygen transport in the body,The claim may be used only for food which is at least a source of iron as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,oxygen transport,2009;7(9):1215,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,"250, 254, 255, 256"
,,,,,2010;8(10):1740,,,
Art.13(1),Iron,Iron contributes to the normal function of the immune system,The claim may be used only for food which is at least a source of iron as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,function of the immune system,2009;7(9):1215,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,"252, 259"
Art.13(1),Iron,Iron contributes to the reduction of tiredness and fatigue,The claim may be used only for food which is at least a source of iron as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,reduction of tiredness and fatigue,2010;8(10):1740,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,"255, 374, 2889"
Art.13(1),Iron,Iron has a role in the process of cell division,The claim may be used only for food which is at least a source of iron as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,cell division,2009;7(9):1215,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,368
Art.13(1),Lactase enzyme,Lactase enzyme improves lactose digestion in individuals who have difficulty digesting lactose,"The claim may be used only for food supplements, with a minimum dose of 4500 FCC (Food Chemicals Codex) units with instructions to the target population to consume with each lactose containing meal.  					Information shall also be given to the target population that tolerance to lactose is variable and they should seek advice as to the role of this substance in their diet.",breaking down lactose,2009;7(9):1236,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,"1697, 1818, 1974"
,,,,,2011;9(6):2203,,,
Art.13(1),Lactulose,Lactulose contributes to an acceleration of intestinal transit,"The claim may be used only for food which contains 10 g of lactulose in a single quantified portion. In order to bear the claim, information shall be given to the consumer that the beneficial effect is obtained with a single serving of 10 g of lactulose per day.",reduction in intestinal transit time,2010;8(10):1806,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,807
Art.13(1),Linoleic acid,Linoleic acid contributes to the maintenance of normal blood cholesterol levels,"The claim may be used only for a food which provides at least 1,5 g of linoleic acid (LA) per 100 g and per 100 kcal. 
Information shall be given to the consumer that the beneficial effect is obtained with a daily intake of 10 g of LA.",maintenance of normal blood cholesterol concentrations,2009;7(9):1276,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,"489, 2899"
,,,,,2011;9(6):2235,,,
Art.13(1),Live yoghurt cultures,Live cultures in yoghurt or fermented milk improve lactose digestion of the product in individuals who have difficulty digesting lactose,"In order to bear the claim, Yoghurt or fermented milk should contain at least 10⁸  Colony Forming Units live starter microorganisms (Lactobacillus delbrueckii subsp. bulgaricus and Streptococcus thermophilus) per gram.",improved lactose digestion,2010;8(10):1763,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,"1143, 2976"
Art.13(1),Magnesium,Magnesium contributes to a reduction of tiredness and fatigue,The claim may be used only for food which is at least a source of magnesium as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,Reduction of tiredness and fatigue,2010;8(10):1807,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,244
Art.13(1),Magnesium,Magnesium contributes to electrolyte balance,The claim may be used only for food which is at least a source of magnesium as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,electrolyte balance,2009;7(9):1216,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,238
Art.13(1),Magnesium,Magnesium contributes to normal energy-yielding metabolism,The claim may be used only for food which is at least a source of magnesium as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,energy-yielding metabolism,2009;7(9):1216,Commission Regulation (EU) 432/2012 of 16/05/2012,Authorised,"240, 247, 248"
